# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-a" "plants/references/Arabidopsis_thaliana.TAIR10.59.gtf" "-o" "plants/counts/counts.txt" "plants/alignments/IGV/SRR12808497_Aligned.sortedByCoord.out.bam" "plants/alignments/IGV/SRR12808498_Aligned.sortedByCoord.out.bam" "plants/alignments/IGV/SRR12808499_Aligned.sortedByCoord.out.bam" "plants/alignments/IGV/SRR12808527_Aligned.sortedByCoord.out.bam" "plants/alignments/IGV/SRR12808528_Aligned.sortedByCoord.out.bam" "plants/alignments/IGV/SRR12808529_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	plants/alignments/IGV/SRR12808497_Aligned.sortedByCoord.out.bam	plants/alignments/IGV/SRR12808498_Aligned.sortedByCoord.out.bam	plants/alignments/IGV/SRR12808499_Aligned.sortedByCoord.out.bam	plants/alignments/IGV/SRR12808527_Aligned.sortedByCoord.out.bam	plants/alignments/IGV/SRR12808528_Aligned.sortedByCoord.out.bam	plants/alignments/IGV/SRR12808529_Aligned.sortedByCoord.out.bam
AT1G71300	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	26874064;26874064;26874230;26874290;26874469;26874469;26874694;26874694;26874872;26874872;26875066;26875066;26875238;26875238;26875503;26875503;26875664;26875664;26875887;26875887;26876241;26876241;26876445;26876445;26876653;26876653;26876842;26876842;26877075;26877075;26877348;26877348;26877654;26877654;26877879;26877879;26878015	26874149;26874149;26874347;26874347;26874582;26874582;26874795;26874795;26874955;26874955;26875146;26875146;26875381;26875381;26875594;26875594;26875745;26875745;26876069;26876069;26876356;26876356;26876503;26876503;26876753;26876753;26876892;26876892;26877254;26877254;26877482;26877482;26877728;26877728;26877936;26878319;26878319	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2244	2	0	0	0	0	0
AT1G49490	1;1	18317259;18317422	18320210;18320106	-;-	2952	140	24	45	87	71	40
AT1G23645	1;1;1;1;1;1;1	8369097;8369547;8369745;8369981;8369987;8370221;8370221	8369422;8369690;8369877;8370148;8370148;8370280;8370340	-;-;-;-;-;-;-	891	0	0	0	0	0	0
AT1G09795	1;1;1;1;1;1;1;1;1;1;1	3173534;3174454;3174620;3174997;3175141;3175351;3175753;3175942;3176130;3176305;3176595	3173884;3174513;3174733;3175062;3175248;3175434;3175854;3176055;3176210;3176424;3176910	+;+;+;+;+;+;+;+;+;+;+	1516	489	197	283	440	698	289
AT1G48690	1;1;1	18008813;18009393;18009610	18009306;18009494;18010086	-;-;-	1073	0	0	0	0	0	0
AT1G49570	1;1;1;1	18346958;18347629;18347934;18348297	18347355;18347820;18348099;18349049	+;+;+;+	1509	0	0	0	0	0	0
AT1G68470	1;1	25676361;25677312	25676956;25678468	-;-	1753	0	0	0	2	21	0
AT1G75580	1	28377377	28378310	+	934	0	0	17	35	68	91
AT1G26400	1	9133291	9134874	-	1584	0	0	0	0	0	0
AT1G72980	1	27456043	27456949	-	907	0	31	0	0	0	1
AT1G59970	1	22073352	22074931	+	1580	142	20	61	50	66	50
AT1G11520	1	3873029	3873619	+	591	3	0	0	0	1	0
AT1G30640	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	10860619;10860619;10861262;10861262;10861675;10861697;10861697;10862109;10862109;10862109;10862309;10862309;10862309;10862732;10862732;10862732;10863237;10863237;10863237;10863396;10863396;10863396;10863705;10863705;10863705;10863920;10863920;10863920;10864133;10864133;10864133;10864257;10864257;10864257;10864436;10864436;10864436;10864570;10864570;10864570	10861156;10860852;10861520;10861520;10861871;10861871;10861871;10862192;10862192;10862192;10862550;10862550;10862550;10862963;10862963;10862963;10863316;10863316;10863316;10863480;10863480;10863480;10863836;10863836;10863836;10864033;10864033;10864033;10864180;10864180;10864180;10864341;10864341;10864341;10864492;10864492;10864492;10865074;10865036;10865074	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2658	38	12	39	35	63	35
AT1G26440	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	9143937;9143953;9143953;9143956;9143956;9143956;9143967;9143967;9144362;9144362;9144362;9144362;9144362;9144362;9144362;9144362;9144827;9144827;9144827;9144827;9144827;9144827;9144827;9144827;9144995;9144995;9144995;9144995;9144995;9144995;9144995;9144995;9145301;9145301;9145301;9145301;9145413;9145413;9145413;9145413;9145413;9145985;9145985;9145985;9145985	9144273;9144273;9144273;9144273;9144273;9144273;9144273;9144273;9144736;9144736;9144736;9144736;9144736;9144736;9144736;9144736;9144921;9144918;9144921;9144921;9144921;9144921;9144921;9144921;9145195;9145195;9145195;9145114;9146106;9145696;9145340;9145340;9146080;9145340;9145340;9145340;9145696;9146080;9145696;9145696;9146106;9146050;9146049;9146106;9146083	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1919	449	206	79	14	69	25
AT1G51320	1	19025642	19026769	+	1128	0	0	0	0	0	0
AT1G22070	1;1;1;1;1;1;1;1;1	7789133;7789989;7790276;7790498;7790633;7790797;7790961;7791309;7791669	7789656;7790189;7790362;7790557;7790710;7790860;7791232;7791542;7792139	+;+;+;+;+;+;+;+;+	1991	427	165	148	210	223	147
AT1G26700	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	9227378;9228083;9228235;9228624;9228624;9228776;9228776;9229138;9229138;9229437;9229437;9229754;9229754;9230051;9230051;9230517;9230517;9230815;9230815;9230984;9230984;9231136;9231136;9231395;9231395;9231552;9231552;9231704;9231704;9231860;9231860	9227534;9228428;9228428;9228681;9228681;9229014;9229014;9229254;9229254;9229497;9229497;9229848;9229848;9230125;9230125;9230602;9230602;9230864;9230864;9231024;9231024;9231306;9231306;9231430;9231430;9231619;9231619;9231764;9231764;9232437;9232240	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2239	0	0	0	0	0	0
AT1G73603	1;1	27674288;27674700	27674420;27674976	+;+	410	0	0	0	0	0	0
AT1G55650	1;1;1;1;1;1	20796340;20797222;20797399;20797648;20797820;20798251	20796506;20797300;20797561;20797695;20798145;20798594	+;+;+;+;+;+	1127	0	0	0	0	0	0
AT1G78180	1;1;1;1	29416837;29417450;29417902;29418457	29417334;29417753;29418369;29418561	+;+;+;+	1375	0	101	21	71	132	37
AT1G55928	1	20917190	20918462	+	1273	0	0	0	0	0	1
AT1G29880	1;1;1;1;1;1;1;1;1	10459457;10459985;10460486;10460639;10460828;10461157;10461460;10461662;10462293	10459894;10460390;10460566;10460698;10461052;10461351;10461577;10462044;10462967	-;-;-;-;-;-;-;-;-	2581	2047	338	274	788	1015	304
AT1G53645	1;1;1;1	20026016;20026626;20026905;20027433	20026514;20026811;20027054;20028756	-;-;-;-	2159	560	112	165	217	217	54
AT1G06240	1;1;1;1;1;1;1	1911095;1911642;1911969;1912156;1912441;1912629;1912804	1911567;1911883;1912065;1912339;1912522;1912701;1913295	+;+;+;+;+;+;+	1643	131	8	37	183	145	43
AT1G72330	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	27233418;27233475;27233485;27234113;27234113;27234113;27234267;27234267;27234267;27234435;27234435;27234435;27234579;27234579;27234579;27234730;27234730;27234730;27234899;27234899;27234899;27235098;27235098;27235098;27235279;27235279;27235279;27235490;27235490;27235490;27235765;27235765;27235765;27236005;27236005;27236039;27236164;27236164;27236164;27236455;27236455;27236455	27233849;27233849;27233849;27234163;27234163;27234163;27234317;27234317;27234317;27234500;27234500;27234500;27234640;27234640;27234640;27234808;27234808;27234808;27235003;27235042;27235003;27235208;27235208;27235208;27235416;27235416;27235416;27235685;27235685;27235685;27235919;27235919;27235919;27236079;27236079;27236079;27236367;27236367;27236367;27236822;27236789;27236788	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2132	5195	1506	1063	77	69	18
AT1G20840	1;1;1;1;1;1;1;1;1;1;1;1;1	7244939;7244939;7245641;7245641;7245923;7245923;7246927;7246927;7247596;7247596;7248031;7248031;7248334	7245557;7245557;7245828;7245828;7246848;7246848;7247487;7247487;7247687;7247687;7248494;7248214;7248423	-;-;-;-;-;-;-;-;-;-;-;-;-	2850	1048	277	409	443	766	199
AT1G45050	1;1;1;1;1;1;1;1;1;1	17031211;17031211;17031466;17031466;17031660;17031660;17032026;17032026;17032673;17032872	17031366;17031366;17031569;17031569;17031762;17031762;17032089;17032506;17032761;17033269	+;+;+;+;+;+;+;+;+;+	1331	330	22	49	124	114	53
AT1G52500	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	19559880;19559880;19559921;19559921;19559968;19560692;19560692;19560692;19560692;19560692;19560835;19560835;19560835;19560835;19560835;19560978;19560978;19560978;19560978;19560978;19561140;19561140;19561140;19561140;19561140;19561477;19561477;19561477;19561477;19561477;19561687;19561687;19561687;19561687;19561687;19561894;19561894;19562052;19562052;19562347;19562484;19562484	19560271;19560271;19560271;19560271;19560271;19560743;19560743;19560743;19560743;19560743;19560892;19560892;19560892;19560892;19560892;19561046;19561046;19561046;19561046;19561046;19561265;19561265;19561265;19561265;19561265;19561527;19561527;19561527;19561527;19561527;19561764;19561764;19561764;19561776;19561764;19562381;19562055;19562255;19562154;19562381;19563072;19563113	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1956	383	35	98	137	62	107
AT1G10430	1;1;1;1;1;1;1;1;1;1;1;1;1	3428478;3428478;3428953;3428953;3429329;3429329;3429486;3429486;3429714;3429714;3430185;3430185;3430901	3428878;3428878;3429144;3429144;3429406;3429406;3429594;3429594;3429828;3429828;3430600;3430636;3430924	-;-;-;-;-;-;-;-;-;-;-;-;-	1371	47	67	103	88	176	80
AT1G05670	1;1;1;1;1;1;1;1	1697541;1697549;1697587;1697939;1697939;1698136;1698136;1698136	1697832;1697823;1698029;1698029;1698029;1701065;1701025;1701025	-;-;-;-;-;-;-;-	3419	1342	376	274	58	65	17
AT1G64110	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	23796698;23796719;23796719;23796719;23796719;23797106;23797106;23797106;23797106;23797106;23797316;23797316;23797316;23797316;23797316;23797468;23797468;23797468;23797468;23797468;23797738;23797738;23797738;23797738;23797738;23798398;23798398;23798398;23798398;23798398;23798612;23798612;23798612;23798612;23798612;23798783;23798783;23798783;23798783;23798783;23799368;23799368;23799368;23799368;23799368;23799522;23799522;23799522;23799522;23799522;23799734;23799734;23799734;23799734;23799734;23799917;23799917;23799917;23799917;23799917;23800105;23800105;23800105;23800105;23800105;23800237;23800237;23800237;23800237;23800237;23800401;23800401;23800401;23800401;23800401;23801035;23801035;23801035;23801035;23801035;23801503;23801503;23801503	23797000;23797000;23797000;23797000;23797000;23797222;23797222;23797222;23797222;23797222;23797384;23797384;23797384;23797384;23797384;23797606;23797606;23797606;23797606;23797606;23798306;23798306;23798306;23798306;23798306;23798514;23798514;23798514;23798514;23798514;23798699;23798699;23798699;23798699;23798699;23799282;23799282;23799282;23799282;23799282;23799438;23799438;23799438;23799432;23799432;23799613;23799613;23799613;23799613;23799613;23799782;23799782;23799782;23799782;23799782;23800010;23800010;23800010;23800010;23800010;23800143;23800143;23800143;23800143;23800143;23800325;23800325;23800325;23800325;23800325;23800522;23800522;23800522;23800522;23800522;23801260;23801283;23801247;23801283;23801260;23801799;23801720;23801756	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3004	0	0	0	0	0	0
AT1G65220	1;1;1;1;1;1;1;1	24225951;24226499;24226846;24227053;24227260;24228081;24228428;24228733	24226208;24226522;24226951;24227121;24227753;24228342;24228636;24228970	+;+;+;+;+;+;+;+	1660	1204	316	352	464	503	177
AT1G13635	1;1;1;1;1;1;1;1;1;1;1	4674152;4674210;4674831;4674831;4675072;4675072;4675241;4675241;4675506;4675506;4675905	4674620;4674620;4674888;4674888;4675155;4675155;4675382;4675382;4676458;4675843;4676484	+;+;+;+;+;+;+;+;+;+;+	1732	2	33	14	0	22	0
AT1G54950	1;1;1;1	20488088;20490293;20490563;20491175	20488352;20490454;20490717;20491291	-;-;-;-	699	0	0	0	0	0	0
AT1G55730	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	20831031;20831052;20831483;20831483;20831668;20831668;20831865;20831865;20831997;20831997;20832279;20832279;20832682;20832682;20832997;20832997;20833285;20833285;20833408;20833408;20833563;20833563;20833897;20833897;20834326;20834326	20831397;20831397;20831576;20831576;20831784;20831784;20831918;20831918;20832113;20832113;20832413;20832413;20832894;20832894;20833193;20833193;20833313;20833313;20833475;20833475;20833808;20833808;20834019;20834003;20834519;20834628	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2063	8	15	52	27	44	69
AT1G07310	1	2247112	2248961	-	1850	517	200	300	302	193	184
AT1G77230	1;1;1;1;1	29016120;29017145;29017392;29017549;29017736	29016389;29017283;29017423;29017635;29019768	+;+;+;+;+	2561	450	51	163	47	59	28
AT1G52400	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	19514989;19515143;19515151;19515526;19515526;19515526;19515677;19515677;19515677;19515829;19515829;19515829;19516055;19516055;19516055;19516225;19516225;19516225;19516661;19516661;19516661;19516854;19516854;19516854;19517169;19517169;19517169;19517334;19517334;19517334;19517531;19517531;19517531;19517726;19517726;19517730;19518056	19515423;19515423;19515423;19515595;19515595;19515595;19515732;19515732;19515732;19515904;19515904;19515904;19516132;19516132;19516132;19516577;19516577;19516577;19516770;19516770;19516770;19517068;19517068;19517068;19517203;19517203;19517203;19517436;19517436;19517436;19517642;19517642;19517646;19517972;19518216;19518211;19518411	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2333	626	106	193	31	93	15
AT1G16430	1;1;1	5614593;5614877;5615167	5614787;5614942;5615660	+;+;+	755	4	55	0	11	45	1
AT1G27752	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	9662021;9662023;9662797;9662797;9663088;9663088;9663959;9663970;9664240;9664240;9664555;9664555;9665115;9665115;9665474;9665474;9666129;9666129	9662673;9662673;9662956;9662956;9663149;9663149;9664053;9664053;9664353;9664353;9664620;9664620;9665212;9665212;9665886;9665886;9667550;9667539	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3083	383	225	106	237	329	142
AT1G14880	1;1;1;1	5132506;5132989;5133302;5133579	5132876;5133201;5133373;5133860	-;-;-;-	938	16	54	459	5	0	2
AT1G11190	1;1;1;1;1;1;1;1;1	3750066;3750667;3751219;3751354;3751534;3751720;3751898;3752115;3752571	3750465;3750740;3751283;3751449;3751617;3751775;3752005;3752295;3752780	-;-;-;-;-;-;-;-;-	1274	725	98	94	98	117	40
AT1G43100	1;1;1;1	16220519;16220965;16221703;16222330	16220872;16221489;16222014;16222473	-;-;-;-	1335	0	0	0	0	0	0
AT1G26650	1	9210051	9211588	+	1538	444	45	27	121	92	148
AT1G54420	1;1	20311619;20312076	20311638;20312418	+;+	363	0	0	0	0	0	0
AT1G34640	1;1	12687552;12688186	12687796;12688543	-;-	603	0	0	0	0	0	0
AT1G50310	1;1;1;1;1;1	18635955;18636234;18636799;18636899;18637649;18637649	18636122;18636556;18637528;18637528;18638180;18638449	+;+;+;+;+;+	2022	21	3	14	31	30	4
AT1G49430	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	18290942;18290979;18291500;18291500;18291683;18291683;18291885;18291885;18292087;18292087;18292266;18292266;18292462;18292462;18292594;18292594;18292822;18292822;18293074;18293074;18293273;18293273;18293451;18293451;18293601;18293601;18293839;18293839;18294037;18294037;18294683;18294919;18295191;18295594	18291342;18291342;18291563;18291563;18291772;18291772;18291941;18291941;18292135;18292135;18292342;18292342;18292501;18292501;18292688;18292688;18292989;18292989;18293184;18293184;18293360;18293360;18293517;18293517;18293676;18293676;18293956;18293956;18294285;18294644;18294822;18295104;18295310;18295905	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2867	0	0	38	0	16	0
AT1G74240	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	27917249;27917687;27917793;27918036;27918036;27918286;27918286;27918923;27918923;27919241;27919241;27919381;27919381;27919575;27919575;27919753;27919753	27917530;27917908;27917908;27918093;27918093;27918435;27918435;27919133;27919133;27919286;27919286;27919492;27919492;27919647;27919647;27920192;27920190	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1594	58	1	28	48	72	52
AT1G01760	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	276266;276368;276405;276412;276412;276623;276706;276706;276706;276870;276870;276870;276870;277077;277077;277077;277077;277232;277232;277232;277232;277493;277493;277493;277493;277717;277717;277717;277717;277947;277947;277947;277947;278316;278316;278316;278316	276307;276519;276519;276519;276519;276793;276793;276793;276793;276989;276989;276989;276989;277153;277153;277153;277153;277401;277401;277401;277401;277606;277606;277606;277606;277863;277863;277863;277863;278252;278252;278252;278252;278599;278448;278448;278599	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1583	74	0	0	31	20	11
AT1G61160	1;1;1	22544868;22544998;22546192	22544904;22545553;22546230	-;-;-	632	0	0	0	0	0	0
AT1G47480	1;1	17417492;17418693	17417963;17419442	+;+	1222	3	0	5	0	2	3
AT1G65820	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	24485046;24485101;24485101;24485548;24485709;24485709;24485709;24485872;24485872;24485872;24486303;24486512;24486607;24486607;24486607	24485328;24485328;24485328;24485595;24485784;24485784;24485784;24486044;24486044;24486044;24486415;24486542;24486892;24486892;24486954	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1072	2113	596	590	220	343	42
AT1G22900	1	8103612	8104605	-	994	0	0	8	0	56	0
AT1G76820	1;1;1;1;1;1;1;1;1;1;1;1;1	28837573;28837760;28839429;28840064;28840265;28840461;28840638;28840838;28841030;28841192;28841841;28842069;28842278	28837670;28839349;28839976;28840171;28840365;28840551;28840748;28840903;28841089;28841749;28841960;28842185;28842566	+;+;+;+;+;+;+;+;+;+;+;+;+	3857	6	27	11	72	34	56
AT1G52080	1;1;1;1;1;1;1;1;1;1	19369089;19369566;19369704;19369704;19370042;19370042;19370266;19370266;19371101;19371101	19369440;19369615;19369944;19369944;19370079;19370079;19371030;19371030;19372121;19372121	+;+;+;+;+;+;+;+;+;+	2467	0	0	53	24	47	72
AT1G35180	1;1;1;1	12877107;12877579;12878022;12878276	12877340;12877674;12878141;12878835	-;-;-;-	1010	0	0	1	0	2	0
AT1G30070	1;1;1;1;1;1;1;1;1;1	10546511;10546594;10546991;10546991;10547141;10547141;10547495;10547495;10547962;10547962	10546895;10546895;10547071;10547050;10547380;10547380;10547650;10547650;10548140;10548236	-;-;-;-;-;-;-;-;-;-	1137	52	20	6	114	54	9
AT1G35210	1	12896582	12897675	-	1094	3911	801	917	128	0	15
AT1G10410	1;1;1;1;1;1;1;1;1	3416430;3417026;3417238;3417520;3417737;3417993;3418216;3418652;3419078	3416943;3417148;3417432;3417648;3417899;3418128;3418557;3418732;3419691	-;-;-;-;-;-;-;-;-	2297	2094	304	282	300	310	155
AT1G73740	1;1;1;1	27734024;27735471;27735677;27735893	27735385;27735579;27735812;27736363	+;+;+;+	2078	503	6	41	100	186	50
AT1G53350	1;1;1	19903777;19904911;19905210	19904769;19905057;19907068	+;+;+	2999	285	159	80	312	218	209
AT1G34110	1;1;1;1;1	12417012;12417176;12417372;12418405;12418405	12417043;12417707;12417707;12421792;12421792	-;-;-;-;-	3952	320	37	21	153	175	63
AT1G17240	1;1	5896385;5896386	5898931;5898728	-;-	2547	4	2	44	9	1	0
AT1G61730	1	22793170	22794714	-	1545	1483	856	585	490	555	288
AT1G29260	1	10224815	10226322	+	1508	120	6	52	212	190	232
AT1G33890	1;1;1;1;1;1;1;1;1;1;1	12308136;12308206;12308581;12308581;12308805;12308805;12309066;12309066;12309473;12309473;12309800	12308499;12308499;12308712;12308712;12308969;12308969;12309343;12309343;12309693;12309770;12309914	-;-;-;-;-;-;-;-;-;-;-	1352	0	0	0	0	0	0
AT1G08040	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	2495309;2495319;2495342;2495342;2495694;2495694;2495694;2495694;2495821;2495821;2495821;2495821;2496007;2496007;2496007;2496007;2496230;2496230;2496230;2496230;2496399;2496399;2496399;2496399;2496539;2496539;2496539;2496539;2496724;2496724;2496724;2496724;2496930;2496930;2496930;2496930;2497132;2497132;2497132;2497132;2497329;2497329;2497329;2497329;2497562;2497562;2497562;2497562;2497754;2497754;2497754;2497754;2497954;2497954;2497954;2497954;2498480;2498480;2498484;2498484	2495602;2495602;2495602;2495602;2495729;2495729;2495729;2495729;2495895;2495895;2495895;2495895;2496060;2496060;2496060;2496060;2496296;2496296;2496296;2496296;2496455;2496455;2496455;2496455;2496652;2496652;2496652;2496652;2496825;2496825;2496825;2496825;2497045;2497045;2497045;2497045;2497215;2497215;2497215;2497215;2497433;2497433;2497433;2497433;2497672;2497672;2497672;2497672;2497865;2497865;2497865;2497853;2497998;2498017;2497998;2497998;2498641;2498764;2498764;2498764	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1676	409	145	76	186	231	46
AT1G63522	1;1	23562201;23562542	23562451;23562659	-;-	369	0	0	0	0	0	0
AT1G08810	1;1;1;1;1;1	2819065;2819065;2819068;2819970;2820197;2820197	2819858;2820099;2820020;2820099;2820478;2820478	-;-;-;-;-;-	1317	0	0	0	0	4	0
AT1G09210	1;1;1;1;1;1;1;1;1;1;1;1;1	2972638;2973326;2973527;2973718;2973859;2974040;2974615;2974755;2974928;2975206;2975562;2975849;2976562	2973228;2973442;2973556;2973765;2973954;2974107;2974672;2974841;2975032;2975464;2975754;2975956;2977002	-;-;-;-;-;-;-;-;-;-;-;-;-	2201	547	239	330	809	1179	565
AT1G70080	1;1;1;1;1;1;1	26394492;26395155;26395691;26396065;26396367;26396923;26397302	26394965;26395403;26395829;26396286;26396751;26397202;26397603	-;-;-;-;-;-;-	2051	0	0	0	0	0	0
AT1G10522	1;1;1;1;1;1;1;1	3469512;3469580;3469838;3469968;3470340;3470340;3471103;3471103	3469837;3469667;3470263;3470263;3470435;3470435;3471488;3471483	+;+;+;+;+;+;+;+	1234	456	96	193	425	467	293
AT1G04570	1;1;1;1	1246601;1246665;1248117;1248117	1248003;1247992;1248876;1248826	-;-;-;-	2163	0	3	0	0	3	10
AT1G01830	1;1;1;1;1;1;1;1;1;1	298451;298451;298451;300603;300603;300603;300752;300752;301488;302054	300515;300515;300515;300665;300665;300757;300921;300826;301544;302310	-;-;-;-;-;-;-;-;-;-	2698	0	0	163	74	94	36
AT1G12340	1;1;1;1	4197396;4197518;4197779;4197996	4197443;4197699;4197901;4198310	+;+;+;+	668	0	0	0	0	0	0
AT1G67590	1;1;1;1;1	25333058;25333058;25333558;25333733;25333733	25333639;25333358;25333639;25335025;25334943	-;-;-;-;-	1875	16	3	49	71	97	7
AT1G69080	1;1;1;1;1;1	25971915;25971926;25972778;25972820;25972982;25972982	25972425;25972425;25972893;25972893;25973505;25973505	-;-;-;-;-;-	1151	45	39	19	49	208	15
AT1G31400	1;1;1;1	11245225;11245708;11246110;11246375	11245569;11245925;11246276;11246561	-;-;-;-	917	0	0	0	0	0	0
AT1G74385	1	27960725	27960970	-	246	0	0	0	0	0	0
AT1G73300	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	27559483;27559673;27559848;27559848;27559975;27559975;27560160;27560160;27560358;27560358;27560517;27560517;27560684;27560684;27560854;27560854;27561078;27561078;27561270;27561270;27561478;27561478;27561663;27561663;27561900;27561900;27562614	27559753;27559753;27559893;27559893;27560088;27560088;27560278;27560278;27560429;27560429;27560585;27560585;27560770;27560770;27560993;27560993;27561180;27561180;27561392;27561392;27561554;27561554;27561808;27561808;27562048;27562173;27562636	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1664	0	0	13	0	0	0
AT1G05760	1;1;1;1	1723734;1723734;1724234;1724234	1724114;1724114;1724534;1724510	-;-;-;-	682	0	0	0	0	0	0
AT1G30530	1;1	10814612;10815503	10815406;10816615	+;+	1908	0	14	8	0	24	1
AT1G12480	1;1;1	4257268;4257856;4258743	4257778;4258667;4259300	-;-;-	1881	0	0	1	0	0	0
AT1G76850	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	28847871;28848723;28848986;28849198;28849474;28849681;28849980;28850340;28850620;28850850;28851164;28851424;28851634;28852246;28852479;28852935;28853122;28853287;28853472;28853765;28854061	28848438;28848877;28849071;28849392;28849601;28849839;28850084;28850414;28850757;28851035;28851292;28851550;28851844;28852361;28852707;28853028;28853199;28853343;28853621;28853971;28854499	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3632	1582	143	341	388	504	148
